ParkID,Park,Score,Facility Type,Facility Name,Address,State,Zipcode,Square Feet,Perimeter Length(ft),Acres,Longitude,Latitude
50,James Rolph Jr. Playground,0.929,Basketball Court,Cabrillo Basketball Courts,38th Ave  &  Cabrillo,CA,94121,"7,295.76",488.95,0.17,-122.49870696,37.77278236
94,Golden Gate Park,0.882,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
129,Alta Plaza,0.905,Restroom,GGP5 Polo Field Bathroom,Stanyan & Great Hwy,CA,94117,"2,269.85",199.66,0.05,-122.49278049,37.76678507
203,Broadway Tunnel West Mini Park,0.919,Picnic Area,Pine Lake Park Picnic Areas,Sloat Blvd & Vale St,CA,94116,"1,360.96",151.88,0.03,-122.48736957,37.73608483
32,Holly Park,0.981,Ball Field,Silver Terrace Ball Fields,Thornton & Bayshore,CA,94124,"144,641.95","2,286.76",3.32,-122.40329777,37.73298657
132,Moscone Recreation Center,0.907,Restroom,GGP5 Hellman Hollow Restrooms (frmrly Speedway M,Stanyan & Great Hwy,CA,94117,"1,003.96",126.83,0.02,-122.4846926,37.76952984
128,Lafayette Park,0.9570000000000001,Restroom,GGP1 Panhandle Restroom Bldg,Stanyan & Great Hwy,CA,94117,"1,727.52",166.46,0.04,-122.44757749,37.77208711
170,Woh Hei Yuen Park,0.986,Activity Center,GGP3 County Fair Bldg,Stanyan & Great Hwy,CA,94117,"28,191.72","1,359.81",0.65,-122.46716526,37.76656383
136,St. Mary's Square,0.8140000000000001,Restroom,Jefferson Square Bathrooms,Eddy & Gough,CA,94109,449.39,90.24,0.01,-122.42546457,37.78153236
169,Victoria Manalo Draves Park,0.879,Concession,GGP6 Beach Chalet,1000 Great Hwy (at Ocean Beach),CA,94117,"10,192.91",434.34,0.23,-122.5101143,37.76945803
192,Turk-Hyde Mini Park,0.95,Activity Center,Lincoln Park Golf Course Clubhouse,34th Ave & Clement,CA,94121,"8,288.49",571.18,0.19,-122.49430875,37.78226619
201,Prentiss Mini Park,0.897,Clubhouse,Peixotto Clubhouse,15th St & Roosevelt,CA,94114,"2,206.76",197.19,0.05,-122.43763555,37.7656256
31,St. Mary's Recreation Center,0.715,Ball Field,Raymond Kimbell ball fields,Steiner & O'Farrell Street,CA,94115,"104,365.61","1,535.72",2.40,-122.43509741,37.78270623
97,Argonne Playground,0.968,Basketball Court,South Sunset Basketball Courts,40th Ave & Vicente St,CA,94116,"12,719.85",451.65,0.29,-122.49851407,37.73781117
95,Cabrillo Playground,0.91,Basketball Court,Silver Terrace Basketball Courts,Thornton & Bayshore,CA,94124,"6,430.66",324.46,0.15,-122.40237246,37.73280967
57,Eugene Friend Recreation Center,0.9490000000000001,Basketball Court,Excelsior Basketball Courts,Russia Ave & Madrid,CA,94112,"5,882.71",313.13,0.14,-122.43331869,37.71994082
56,South Park,1.0,Basketball Court,Duboce Park Basketball Courts,Duboce & Scott St,CA,94117,"4,241.34",277.38,0.10,-122.4342058,37.76943315
28,John McLaren Park,0.7020000000000001,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
75,Eureka Valley Recreation Center,0.897,Basketball Court,Little Hollywood Basketball Courts,Lathrop & Tocoloma,CA,94134,"3,785.60",257.53,0.09,-122.39780481,37.71007449
163,Lower Great Highway,0.655,Clubhouse,Douglass Clubhouse,26th & Douglass St,CA,94114,"1,125.83",175.94,0.03,-122.43839743,37.74780728
65,Aptos Playground,0.9470000000000001,Basketball Court,Holly Park Basketball Courts,Holly Park Cir,CA,94110,"5,308.30",303.45,0.12,-122.42038592,37.73698333
180,Sunnyside Conservatory,0.7190000000000001,Clubhouse,Grattan Clubhouse,1180 Stanyan St,CA,94117,"2,468.97",240.15,0.06,-122.45197204,37.76269549
70,Miraloma Playground,0.968,Basketball Court,Julius Kahn Basketball Courts,West Pacific Ave & Spruce St,CA,94118,"5,049.66",295.52,0.12,-122.45432447,37.791217200000006
81,Buena Vista Park,0.8140000000000001,Basketball Court,Mission Dolores Basketball Courts,19th & Dolores St,CA,94110,"6,114.34",324.17,0.14,-122.42739885,37.76103393
80,Corona Heights,0.9570000000000001,Basketball Court,Miraloma Basketball Courts,Omar & Sequoia Way,CA,94127,"6,480.24",333.89,0.15,-122.44913152,37.73905066
158,Joost-Baden Mini Park,0.9229999999999999,Clubhouse,Cayuga Clubhouse,Cayuga & Naglee St,CA,94112,"3,211.76",233.43,0.07,-122.44979162,37.71423603
151,Alice Marble Tennis Courts,0.982,Restroom,Marina Green Bathrooms East,Marina Blvd,CA,94123,494.31,93.51,0.01,-122.43453075,37.80646143
110,Cow Hollow Playground,0.981,Restroom,Bay View Restrooms,3rd & Armstrong,CA,94124,455.11,85.75,0.01,-122.39302007,37.72555732
52,Potrero Hill Recreation Center,0.75,Basketball Court,Cayuga Basketball Courts,Cayuga & Naglee St,CA,94112,"7,743.78",358.06,0.18,-122.45013946,37.71405211
47,Hilltop Park,0.86,Basketball Court,Victoria Manalo DravesBsktball Crts,Folsom & Sherman St,CA,94103,"7,339.79",361.09,0.17,-122.40660765,37.77738554
39,Silver Terrace Playground,0.9540000000000001,Ball Field,West Sunset Ball Fields,3223 Ortega St & 39th Ave,CA,94116,"222,407.85","3,633.31",5.11,-122.49865249999999,37.74905447
93,Sunset Playground,0.907,Basketball Court,Rochambeau Basketball Courts,24th Ave & Lake,CA,94121,"11,519.33",640.90,0.26,-122.48460259999999,37.78477532
91,West Sunset Playground,0.879,Basketball Court,Presidio Heights Basketball Courts,Clay & Walnut St,CA,94118,"6,165.97",320.02,0.14,-122.44947936,37.78852017
68,West Portal Playground,0.9590000000000001,Basketball Court,James Rolph Jr Basketball Courts,Potrero & Cesar Chavez St,CA,94110,"7,643.30",509.15,0.18,-122.40654275,37.75007779
61,Mission Playground,0.89,Basketball Court,Grattan Basketball Courts,1180 Stanyan St,CA,94117,"7,371.66",350.31,0.17,-122.45151797,37.76245816
59,Mission Recreation Center,0.9690000000000001,Basketball Court,Gilman Basketball Courts,Gilman Ave & Griffith,CA,94124,"4,238.10",269.29,0.10,-122.38856943,37.71697286
105,Angelo J. Rossi Playground,0.992,Basketball Court,YoungbloodColeman Basketball Courts,Mendell & Galvez,CA,94124,"10,461.24",450.06,0.24,-122.38380193,37.73816799
115,Koshland Park,0.863,Restroom,DuPont Courts Restrooms,30th Ave & Clement,CA,94121,291.66,75.73,0.01,-122.49084001,37.78287907
119,Margaret S. Hayward Playground,0.9670000000000001,Restroom,GGP3 Arboretum South Restrooms,Stanyan & Great Hwy,CA,94117,330.08,78.29,0.01,-122.46834526,37.76680021
52,Potrero Hill Recreation Center,0.846,Basketball Court,Cayuga Basketball Courts,Cayuga & Naglee St,CA,94112,"7,743.78",358.06,0.18,-122.45013946,37.71405211
27,Visitacion Valley Playground,0.972,Ball Field,Ocean View Ball Fields,Capitol & Montana Street,CA,94112,"135,493.23","2,241.10",3.11,-122.45760265,37.71549811
25,Alice Chalmers Playground,0.9790000000000001,Ball Field,Miraloma ball fields,Omar & Sequoia Way,CA,94127,"47,658.91",875.96,1.09,-122.4493957,37.73853897
82,Pine Lake Park,0.863,Basketball Court,Mission PG Basketball Court,19th & Linda,CA,94110,"5,620.73",309.76,0.13,-122.42257415,37.75924429
19,Minnie & Lovie Ward Recreation Center,0.963,Ball Field,Louis Sutter PG Ball Fields,Mansell & Visitacion,CA,94134,"111,951.52","1,514.10",2.57,-122.41348022,37.72310926
4,Walter Haas Playground,1.0,Ball Field,Balboa ball fields,Ocean & San Jose,CA,94112,"223,812.90","5,432.16",5.14,-122.44532438,37.72402602
8,Douglass Playground,1.0,Ball Field,Crocker Amazon - ball fields,Moscow & Italy Streets,CA,94112,"515,443.48","5,506.27",11.83,-122.43050192,37.71451183
7,George Christopher Playground,1.0,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,"20,560.18",567.36,0.47,-122.47602952,37.74084587
37,Precita Park,0.83,Ball Field,Upper Noe Ball Fields,Day & Sanchez St,CA,94131,"41,131.46",843.26,0.94,-122.42748055,37.74242329
49,Potrero del Sol Park,0.718,Basketball Court,Buchanan St. Mall Basketball Crts,Buchanan & Grove,CA,94102,"2,246.38",192.14,0.05,-122.42861057,37.77961618
108,Bush-Broderick Mini Park,0.914,Restroom,Alta: Restrooms,Jackson & Steiner,CA,94115,213.12,60.73,0.00,-122.43815497,37.7912412
78,Mt. Olympus,0.833,Basketball Court,Michelangelo Basketball Courts,Greenwich & Jones,CA,94133,"4,157.34",255.55,0.10,-122.41675033,37.80101867
109,Presidio Heights Playground,0.93,Restroom,Balboa Park East Bathrooms,Ocean & San Jose,CA,94112,"1,008.10",127.06,0.02,-122.44423221,37.72518276
15,Cayuga Playground,0.897,Ball Field,Holly ball fields,Holly Park Circle,CA,94110,"41,701.51",811.86,0.96,-122.41988213,37.73755457
85,South Sunset Playground,0.963,Basketball Court,Joe Dimaggio Basketball Courts,651 Lombard St,CA,94133,"8,238.45",368.90,0.19,-122.41205791,37.8024484
9,Rolph Nicol Playground,0.9740000000000001,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,"70,655.34","1,153.02",1.62,-122.43889466,37.74674101
101,Park Presidio Boulevard,0.647,Basketball Court,Sunset Basketball Courts,2201 Lawton,CA,94122,"5,862.01",325.58,0.13,-122.48655481,37.75667826
138,Justin Herman-Embarcadero Plaza,0.946,Restroom,Lafayette Park Restrooms,Washington & Laguna St,CA,94115,787.53,120.23,0.02,-122.42812055,37.79170701
195,Peixotto Playground,0.903,Clubhouse,McCoppin Square Clubhouse,24th & Taraval,CA,94116,"1,220.97",186.16,0.03,-122.48075768,37.743533
24,Garfield Square,0.903,Ball Field,McCoppin Ball Fields,24th & Taraval,CA,94116,"77,985.77","1,152.14",1.79,-122.47987668,37.74401981
28,John McLaren Park,0.8320000000000001,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
30,Palega Recreation Center,0.867,Ball Field,Potrero Hill ball fields,801 Arkansas Street,CA,94107,"140,706.05","1,431.24",3.23,-122.39699911,37.75553944
42,Little Hollywood Park,0.887,Basketball Court,Chalmers: Basketball,670 Brunswick & Lowell Roemer,CA,94112,"8,546.61",381.78,0.20,-122.44714807,37.70979694
94,Golden Gate Park,0.899,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
117,Alamo Square,0.937,Restroom,Gilman Bathrooms,Gilman Ave & Griffith,CA,94124,378.67,94.26,0.01,-122.38877192,37.71717866
164,Crocker Amazon Playground,0.759,Clubhouse,Excelsior Clubhouse,Russia Ave & Madrid,CA,94112,"2,747.37",278.84,0.06,-122.43361483,37.72024888
145,Ina Coolbrith Mini Park,0.872,Restroom,Noe Valley Courts Bathrooms,24th & Douglass St,CA,94114,391.33,98.01,0.01,-122.43921804,37.75148479
95,Cabrillo Playground,0.92,Basketball Court,Silver Terrace Basketball Courts,Thornton & Bayshore,CA,94124,"6,430.66",324.46,0.15,-122.40237246,37.73280967
97,Argonne Playground,0.9420000000000001,Basketball Court,South Sunset Basketball Courts,40th Ave & Vicente St,CA,94116,"12,719.85",451.65,0.29,-122.49851407,37.73781117
109,Presidio Heights Playground,0.9740000000000001,Restroom,Balboa Park East Bathrooms,Ocean & San Jose,CA,94112,"1,008.10",127.06,0.02,-122.44423221,37.72518276
90,J. P. Murphy Playground,0.9890000000000001,Basketball Court,Potrero Hill Basketball Courts,801 Arkansas St,CA,94107,"5,816.79",317.60,0.13,-122.39716361,37.75692591
8,Douglass Playground,0.878,Ball Field,Crocker Amazon - ball fields,Moscow & Italy Streets,CA,94112,"515,443.48","5,506.27",11.83,-122.43050192,37.71451183
94,Golden Gate Park,0.802,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
1,Glen Park,0.7140000000000001,Ball Field,Chalmers: Ball Fields,670 Brunswick & Lowell Roemer,CA,94112,"43,710.02",856.15,1.00,-122.44643687,37.70989615
194,29th Street-Diamond Open Space,0.7140000000000001,Clubhouse,MS Hayward Clubhouse,1016 Laguna,CA,94102,"1,365.16",192.08,0.03,-122.42689899,37.78066418
9,Rolph Nicol Playground,0.7909999999999999,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,"70,655.34","1,153.02",1.62,-122.43889466,37.74674101
167,Midtown Terrace Playground,0.9309999999999999,Activity Center,GGP5 Anglers Lodge,Stanyan & Great Hwy,CA,94117,"2,013.01",212.44,0.05,-122.49656408,37.76799666
78,Mt. Olympus,0.9,Basketball Court,Michelangelo Basketball Courts,Greenwich & Jones,CA,94133,"4,157.34",255.55,0.10,-122.41675033,37.80101867
187,Parque Ninos Unidos,0.987,Clubhouse,Louis Sutter Clubhouse,Wayland & Yale St,CA,94134,"2,487.21",176.85,0.06,-122.41437425,37.72238701
127,Cottage Row Mini Park,0.878,Restroom,GGP2 Japanese Tea Garden Women's Bathrm,Stanyan & Great Hwy,CA,94117,390.48,116.42,0.01,-122.46944064,37.7704745
80,Corona Heights,0.9640000000000001,Basketball Court,Miraloma Basketball Courts,Omar & Sequoia Way,CA,94127,"6,480.24",333.89,0.15,-122.44913152,37.73905066
94,Golden Gate Park,0.888,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
38,Bay View Playground,0.792,Ball Field,Visitacion Valley Ball Fields,Cora & Leland St,CA,94134,"53,257.90",886.44,1.22,-122.40908358,37.71227452
44,Gilman Playground,0.927,Basketball Court,Rossi Basketball Courts,Arguello & Anza,CA,94118,"5,991.51",319.90,0.14,-122.45738243,37.779225200000006
82,Pine Lake Park,0.836,Basketball Court,Mission PG Basketball Court,19th & Linda,CA,94110,"5,620.73",309.76,0.13,-122.42257415,37.75924429
84,Parkside Square,0.8220000000000001,Basketball Court,Noe Valley Courts Basketball Courts,24th & Douglass St,CA,94114,"4,366.99",273.78,0.10,-122.43903453,37.75155961
65,Aptos Playground,0.8590000000000001,Basketball Court,Holly Park Basketball Courts,Holly Park Cir,CA,94110,"5,308.30",303.45,0.12,-122.42038592,37.73698333
33,Bernal Heights Recreation Center,0.987,Ball Field,South Sunset Ball Fields,40th Ave & Vicente St,CA,94116,"97,238.46","1,772.81",2.23,-122.49845826,37.73710357
131,Allyne Park,0.914,Restroom,GGP1 Sharon Meadow Bathroom,Sharon Meadow,CA,94117,"1,925.50",201.75,0.04,-122.45891022,37.76818303
129,Alta Plaza,0.8690000000000001,Restroom,GGP5 Polo Field Bathroom,Stanyan & Great Hwy,CA,94117,"2,269.85",199.66,0.05,-122.49278049,37.76678507
147,Washington Square,0.9129999999999999,Restroom,Portsmouth Square Bathrooms,Washington & Walter Lum Pl,CA,94111,858.30,133.31,0.02,-122.40560121,37.79460147
144,Washington-Hyde Mini Park,0.976,Restroom,Mountain Lake Restrooms,12th Ave & Lake St,CA,94118,907.68,158.00,0.02,-122.47175615,37.78697309
68,West Portal Playground,0.81,Basketball Court,James Rolph Jr Basketball Courts,Potrero & Cesar Chavez St,CA,94110,"7,643.30",509.15,0.18,-122.40654275,37.75007779
89,Golden Gate Heights Park,0.882,Basketball Court,Palega Basketball Courts,500 Felton,CA,94134,"7,360.71",362.13,0.17,-122.41004368,37.72889564
191,Kid Power Park,0.841,Clubhouse,Laurel Hill Clubhouse,Euclid & Collins St,CA,94118,"1,340.12",184.90,0.03,-122.45120921,37.78370026
96,Fulton Playground,0.899,Basketball Court,Friend Basketball Courts,270 6th St,CA,94103,"6,206.84",325.53,0.14,-122.40664464,37.77871683
98,DuPont Courts,1.0,Basketball Court,St Mary's Basketball Courts,Murray & Justin Dr,CA,94112,"7,571.20",375.26,0.17,-122.42106171,37.73337066
72,Noe Valley Courts,0.857,Basketball Court,Kelloch Velasco Basketball Courts,Kelloch & Velasco St,CA,94134,"8,317.78",532.85,0.19,-122.41281406,37.70844554
94,Golden Gate Park,0.9540000000000001,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
150,Joe DiMaggio North Beach Playground,0.978,Restroom,Washington Square Bathrooms,Filbert & Stockton & Columbus,CA,94133,287.28,83.94,0.01,-122.41063078,37.80105784
130,Helen Wills Playground,0.978,Restroom,GGP4 Rose Garden Bathroom,Stanyan & Great Hwy,CA,94117,"1,693.33",167.50,0.04,-122.47201293,37.77151676
138,Justin Herman-Embarcadero Plaza,0.852,Restroom,Lafayette Park Restrooms,Washington & Laguna St,CA,94115,787.53,120.23,0.02,-122.42812055,37.79170701
63,Mission Dolores Park,0.603,Basketball Court,Head/Brotherhood Basketball Courts,Head St & Brotherhood Way,CA,94112,"5,011.46",296.28,0.12,-122.46417493,37.7126251
10,Lake Merced Park,0.92,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,"32,412.15",705.06,0.74,-122.4366393,37.7595074
102,Mountain Lake Park,0.991,Basketball Court,Upper Noe Basketball Courts,Day & Sanchez St,CA,94131,"5,471.94",304.93,0.13,-122.42795075,37.74226468
117,Alamo Square,0.965,Restroom,Gilman Bathrooms,Gilman Ave & Griffith,CA,94124,378.67,94.26,0.01,-122.38877192,37.71717866
88,McCoppin Square,0.8290000000000001,Basketball Court,Parkside Square Basketball Courts,28th Ave & Vicente,CA,94116,"2,332.73",203.41,0.05,-122.48342987,37.73875894
160,Brotherhood-Chester Mini Park,0.818,Clubhouse,Jose Coronado Clubhouse,21st & Folsom,CA,94110,"1,719.76",169.15,0.04,-122.41506007,37.75773343
196,Head-Brotherhood Mini Park,0.765,Maintenance Facility,Michelangelo Gardeners Shed,Greenwich & Jones,CA,94133,249.74,68.37,0.01,-122.41678045,37.80126925
19,Minnie & Lovie Ward Recreation Center,0.934,Ball Field,Louis Sutter PG Ball Fields,Mansell & Visitacion,CA,94134,"111,951.52","1,514.10",2.57,-122.41348022,37.72310926
81,Buena Vista Park,0.732,Basketball Court,Mission Dolores Basketball Courts,19th & Dolores St,CA,94110,"6,114.34",324.17,0.14,-122.42739885,37.76103393
7,George Christopher Playground,0.968,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,"20,560.18",567.36,0.47,-122.47602952,37.74084587
53,McKinley Square,0.86,Basketball Court,Basketball Courts,Washington & Mason St,CA,94108,"4,599.32",285.19,0.11,-122.41204267,37.79411551
48,India Basin Shoreline Park,0.852,Basketball Court,Boeddeker Park Basketball Courts,295 Eddy St,CA,94102,"2,591.24",203.79,0.06,-122.41243003,37.78432754
57,Eugene Friend Recreation Center,0.9129999999999999,Basketball Court,Excelsior Basketball Courts,Russia Ave & Madrid,CA,94112,"5,882.71",313.13,0.14,-122.43331869,37.71994082
163,Lower Great Highway,1.0,Clubhouse,Douglass Clubhouse,26th & Douglass St,CA,94114,"1,125.83",175.94,0.03,-122.43839743,37.74780728
84,Parkside Square,0.898,Basketball Court,Noe Valley Courts Basketball Courts,24th & Douglass St,CA,94114,"4,366.99",273.78,0.10,-122.43903453,37.75155961
200,States Street Playground,0.9259999999999999,Clubhouse,Parque Ninos Unidos Clubhouse,23rd & Treat St,CA,94110,"2,043.34",288.86,0.05,-122.41389356,37.75431392
73,Seward Mini Park,0.938,Basketball Court,Koshland Park Basketball Courts,Page & Buchanan,CA,94102,"1,589.22",151.94,0.04,-122.42699192,37.77327797
13,Junipero Serra Playground,0.9890000000000001,Ball Field,Glen ball fields,Diamond & Farnum Street,CA,94131,"124,520.49","1,891.68",2.86,-122.44059154,37.73600816
132,Moscone Recreation Center,0.955,Restroom,GGP5 Hellman Hollow Restrooms (frmrly Speedway M,Stanyan & Great Hwy,CA,94117,"1,003.96",126.83,0.02,-122.4846926,37.76952984
128,Lafayette Park,0.958,Restroom,GGP1 Panhandle Restroom Bldg,Stanyan & Great Hwy,CA,94117,"1,727.52",166.46,0.04,-122.44757749,37.77208711
28,John McLaren Park,0.9590000000000001,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
15,Cayuga Playground,0.557,Ball Field,Holly ball fields,Holly Park Circle,CA,94110,"41,701.51",811.86,0.96,-122.41988213,37.73755457
85,South Sunset Playground,0.8809999999999999,Basketball Court,Joe Dimaggio Basketball Courts,651 Lombard St,CA,94133,"8,238.45",368.90,0.19,-122.41205791,37.8024484
93,Sunset Playground,0.8220000000000001,Basketball Court,Rochambeau Basketball Courts,24th Ave & Lake,CA,94121,"11,519.33",640.90,0.26,-122.48460259999999,37.78477532
94,Golden Gate Park,0.9209999999999999,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
155,Muriel Leff Mini Park,0.976,Clubhouse,Argonne: Clubhouse,18th Ave  &  Geary Blvd,CA,94121,"1,629.31",213.18,0.04,-122.47766682,37.77958789
148,Michelangelo Playground,0.98,Restroom,St Mary's Square Bathrooms,California St & Grant St,CA,94108,448.58,94.36,0.01,-122.40507908,37.79171479
146,Hyde-Vallejo Mini Park,0.875,Restroom,Parkside Square Bathrooms,28th Ave & Vicente,CA,94116,402.59,84.46,0.01,-122.48370969,37.73833246
